student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
1304,9.7,93.5,5.1,80.1,B,Good
10086,16.2,80.2,8.6,85.8,A,Good
20994,19.8,90.2,3.7,86.7,A,Good
33164,14.8,80.2,2.9,75.3,B,Good
20612,17.4,83,6.3,90.4,A,Excellent
31429,12.9,88.9,9.9,86.7,A,Good
21482,11.9,86.6,6.7,78.5,B,Good
19716,14.2,80.1,3.9,75.9,B,Good
24034,0,87,1.6,44.1,D,Poor
20976,20,69.2,5.3,100,A,Excellent
9452,17.9,92.2,10,100,A,Excellent
13169,10.9,100,4,83.4,B,Good
10223,0.6,84.7,4.5,50.4,D,Poor
24128,2.7,93.7,8,72.3,B,Average
1964,19.5,92.4,6.9,100,A,Excellent
31093,20.2,81.3,6.5,98.3,A,Excellent
10056,18,100,5.2,72.1,B,Average
39552,11.2,97.4,6.6,76.6,B,Good
6371,13.2,70.8,10,86.3,A,Good
38727,31.4,79.9,6.5,100,A,Excellent
28114,25.3,93.8,7.4,100,A,Excellent
16707,22.4,76.9,2.9,100,A,Excellent
23371,24.3,91.8,6.6,100,A,Excellent
19290,19.1,75.9,3.9,97.9,A,Excellent
32128,17.8,100,6.9,99.8,A,Excellent
13801,15.8,80.2,6.7,80.8,B,Good
8372,8.6,90.9,4.9,62.5,C,Average
8377,5.4,85.3,7,71.4,B,Average
36746,7,72.3,6.9,75.1,B,Good
34565,2.2,64.9,3,42.5,D,Poor
6314,19.3,78.6,4.3,100,A,Excellent
12963,8.4,67.2,9,67,C,Average
9148,11.6,81,6.5,92.1,A,Excellent
36046,19.7,77.3,9.4,100,A,Excellent
18130,21.1,89.3,7.6,100,A,Excellent
21485,19.7,81.7,7.6,100,A,Excellent
3299,6.9,82.7,1.8,69.2,C,Average
14220,25,86.6,9.5,100,A,Excellent
37686,5.3,92.9,4.9,53.7,D,Poor
6070,11.5,89.5,4.5,84.8,B,Good
3507,17.3,65.4,1.9,100,A,Excellent
9598,14.7,93.5,8.7,89.1,A,Good
22690,18.9,87.6,7.4,90.2,A,Excellent
7223,13.6,86.4,5,100,A,Excellent
8900,19.4,99.8,5.7,98.8,A,Excellent
15693,13.3,97.1,5.8,77.2,B,Good
22559,18.7,71,8.2,90.9,A,Excellent
15508,13.2,91.5,7.8,75.2,B,Good
37383,12.4,84.9,5,80.4,B,Good
36085,23.6,81.8,10,100,A,Excellent
36963,0,95.7,8.3,53.2,D,Poor
37790,14.9,83.8,5.5,100,A,Excellent
11233,16.3,71.3,6.1,87.4,A,Good
5431,10.2,79.1,8.9,68.7,C,Average
33539,22.4,100,6.9,94,A,Excellent
29404,1.3,88.8,8.9,41.4,D,Poor
6789,7.3,86.4,4.4,74.2,B,Average
28865,9.4,84.7,7.6,70.8,B,Average
39288,10.6,80.8,3.5,80.3,B,Good
28486,8.4,90.9,6.8,71,B,Average
11662,10.9,96.6,4.2,57.2,C,Poor
13530,19,79,5.8,100,A,Excellent
23308,28.3,89.6,6.7,100,A,Excellent
33638,10,84.8,4.5,90,A,Good
3918,18.8,84,5.9,100,A,Excellent
16310,5.5,100,10,50.5,D,Poor
6562,24.4,54.3,8,100,A,Excellent
37380,9.5,85.1,7.6,73.4,B,Average
34263,2.9,98.9,5.4,75.5,B,Good
4678,22.7,77.5,4.9,100,A,Excellent
36188,22.8,95.8,8.8,100,A,Excellent
13284,8.3,85.9,5.3,87.1,A,Good
10636,7.2,83.1,4.1,68.4,C,Average
24743,13.5,81.5,7.1,53.2,D,Poor
25004,15,85.6,9.1,100,A,Excellent
38033,15.5,88.6,6.4,87.1,A,Good
16477,32,74.1,4.8,100,A,Excellent
7376,28.8,79.2,7.1,100,A,Excellent
18609,24,85.6,7.1,100,A,Excellent
24225,16.3,92.8,9.4,91,A,Excellent
15090,0,82,5.6,63.5,C,Average
24115,26.2,96.5,6.5,100,A,Excellent
28016,23.3,89.8,7.5,100,A,Excellent
26309,21.3,83.7,10,100,A,Excellent
38047,18.8,98.8,7.5,94.2,A,Excellent
6408,17.1,87.2,2.8,94.4,A,Excellent
3756,1.2,78.4,6.1,46.1,D,Poor
38321,12.2,89.6,6.3,81.9,B,Good
31406,2.7,79.1,3.5,76.2,B,Good
5083,15.6,78.6,4.8,86.5,A,Good
22738,24.1,78.4,7.7,100,A,Excellent
34226,23.3,86.2,6.9,100,A,Excellent
33642,8.8,72.1,7.4,70.9,B,Average
6718,14.4,84.1,7.1,72.4,B,Average
31883,7.5,95.7,4,84.9,B,Good
14162,12.8,94.8,3.6,90.1,A,Excellent
37566,15.5,89.9,6.7,86.4,A,Good
5092,10.1,79.9,6.2,69.1,C,Average
466,13.5,96.6,4.9,99.2,A,Excellent
23497,4.5,80.3,1.7,68.4,C,Average
9236,5.8,79.5,0.8,45.2,D,Poor
2438,20.8,86.9,2.8,100,A,Excellent
10368,18.8,85,2.3,91.2,A,Excellent
19641,15.3,100,9.4,73.1,B,Average
1163,5.3,84.1,4.3,68.6,C,Average
33700,17.7,81.5,4.7,92,A,Excellent
11069,25.3,71,3,100,A,Excellent
16186,11.5,73.3,8,81.4,B,Good
15153,6,87.4,6.3,81.7,B,Good
29923,11.2,97.8,8.1,71.2,B,Average
22406,9.6,73.8,5.6,81.5,B,Good
39790,13,73,5.9,86.8,A,Good
11565,22.5,78.7,4.4,90.1,A,Excellent
5668,20,100,6.6,100,A,Excellent
26004,16,100,7,79.5,B,Good
38048,9.1,81.7,4.8,50.7,D,Poor
22171,6.4,79.6,6.9,69.9,C,Average
9495,8.5,93.7,7.2,78.5,B,Good
10422,17.8,88.6,3.9,100,A,Excellent
10519,4.1,88.8,3.1,61.3,C,Average
29952,11.8,92.2,6.9,85.1,A,Good
15001,14,75.5,8.4,83.3,B,Good
20907,16.6,71.9,9.5,94.6,A,Excellent
16359,16.9,65.2,8.2,100,A,Excellent
31551,10.5,88.4,8.2,69.6,C,Average
32164,22.1,87.3,7.3,91.7,A,Excellent
31904,20.2,87.4,6,87.8,A,Good
1089,13.2,76.1,1.8,89.9,A,Good
13693,27.6,83.4,7.7,100,A,Excellent
16992,23.9,95,1.5,100,A,Excellent
30309,13.5,78.3,4.1,70.6,B,Average
14325,0,75.9,3.7,59.3,C,Poor
20337,14.9,99.6,4.5,99.5,A,Excellent
10359,12.5,83.8,6.3,80,B,Good
23663,23.1,73.2,10,100,A,Excellent
5280,15.6,97.3,6.4,94.5,A,Excellent
5342,18,84.5,6.5,100,A,Excellent
3616,20.1,100,7.4,99.4,A,Excellent
18125,27,86.4,5.2,100,A,Excellent
27389,24.3,77.6,5.2,100,A,Excellent
3549,7.2,84.4,8.7,60.4,C,Average
26719,16.8,81.9,7.1,100,A,Excellent
31562,8.8,91.5,3.3,75.1,B,Good
31236,4.7,87,3.2,77.3,B,Good
22875,22.2,100,8.5,100,A,Excellent
33420,11.3,92.1,2.4,79.6,B,Good
10858,5.8,88.6,8,84.4,B,Good
20619,0.3,82.6,7,45.3,D,Poor
15221,16.3,94.2,6,83.8,B,Good
9293,4,87.9,8,54.4,D,Poor
7837,19.9,90,2.2,100,A,Excellent
387,17.4,76.8,6.7,85.4,A,Good
35319,1.8,90.7,3.4,43.2,D,Poor
38003,8.5,69.9,6.9,59.5,C,Poor
16934,25,82.9,5.8,100,A,Excellent
37525,11.6,90.7,5.7,93.2,A,Excellent
31584,5.7,92.9,6.8,81.7,B,Good
16953,14.4,87.2,7.3,90,A,Good
13273,24.4,90.7,8.2,94.1,A,Excellent
16496,10.6,74.9,6.1,79.4,B,Good
24673,10.3,100,8.8,68.8,C,Average
6704,5.2,94.8,7.7,66.1,C,Average
4805,13.2,72.7,10,70.2,B,Average
28281,7.4,74.8,7.9,56,C,Poor
35101,15.3,97.9,7,87.3,A,Good
11956,11.6,91.3,5.6,72.5,B,Average
29624,11.6,92.5,7.1,81.1,B,Good
11228,25.5,88.8,6.3,100,A,Excellent
25755,13.5,100,7.1,100,A,Excellent
21059,14.8,89.4,4.9,78.7,B,Good
5232,18.5,75,5,89.6,A,Good
307,23.9,86.1,4.9,100,A,Excellent
28476,26.4,91.8,6,100,A,Excellent
25571,4.1,71.4,1.6,48.8,D,Poor
31092,8.6,73.5,6.8,75.1,B,Good
13718,20.7,87,6,97.3,A,Excellent
279,15.5,74.9,6.2,77.6,B,Good
32653,13.4,97.6,5.4,100,A,Excellent
26284,19.5,82.2,4.4,100,A,Excellent
25156,15.4,68.2,5.3,80.8,B,Good
35049,13.3,72.6,5.4,88.6,A,Good
30986,20.7,64.1,2.6,95.5,A,Excellent
28669,19,73,3.4,85.8,A,Good
24023,24.3,95.5,5.3,97.9,A,Excellent
25352,11.5,75.5,6.5,77.4,B,Good
4163,13.1,97.7,6.5,88.6,A,Good
8087,1.1,100,8.6,60.1,C,Average
27150,10,98.4,3.3,67.8,C,Average
39204,8.2,97.9,5.2,77.4,B,Good
8505,5.4,93,6.8,81.6,B,Good
24487,16.6,85.9,7.3,100,A,Excellent
11231,17.1,82.9,7.2,81.3,B,Good
5077,15.3,89.2,6.7,86,A,Good
19558,19.7,100,9.1,100,A,Excellent
24818,6.1,100,5.9,100,A,Excellent
36417,19.2,65.8,8.1,93.8,A,Excellent
24951,11,84.6,5.9,79.1,B,Good
8371,12.3,86.8,4.6,83.8,B,Good
39028,17,100,5.6,90.7,A,Excellent
28698,12.6,77.7,7.1,95.9,A,Excellent
34774,7,90.2,5,61.7,C,Average
17219,13.6,78.3,3.9,80.9,B,Good
351,17.2,85.4,4.9,100,A,Excellent
5768,14.4,94.8,2.3,61.4,C,Average
12806,2.7,88,4.1,39.8,F,Poor
34703,13.1,78.7,8.4,90.5,A,Excellent
4787,20.1,91.6,5.1,96.3,A,Excellent
20509,12.8,87.6,10,62.8,C,Average
22840,9.8,89.6,8.5,59.2,C,Poor
6456,8,69.3,7.5,61.6,C,Average
13618,6.4,76.1,10,60.6,C,Average
19957,7.1,74.4,5.2,66.8,C,Average
5262,9.5,88.1,5.1,71.7,B,Average
11160,27.6,100,6.2,100,A,Excellent
26682,6.8,84.3,7.9,51.1,D,Poor
2619,18.2,87.8,5.9,100,A,Excellent
9948,10.7,97.9,7.4,76.5,B,Good
37804,1.8,91.4,3.3,47.5,D,Poor
36238,11.8,92.8,4.4,84.2,B,Good
12903,25.4,71.4,3.5,100,A,Excellent
3256,16,83.7,7.2,89.3,A,Good
2228,10.8,100,7.2,91.1,A,Excellent
9151,19.6,89.3,2.4,94.9,A,Excellent
26822,7.1,88.8,6.5,64.9,C,Average
7650,7.6,91.7,7.2,70.4,B,Average
257,23.9,68.3,7,100,A,Excellent
35571,0.4,91.4,0.8,29.4,F,Poor
11831,11.1,90.1,4.8,85,B,Good
34815,10.8,62.3,5.8,62.8,C,Average
37370,4.7,83.1,6.9,50.3,D,Poor
24849,24.3,87.5,8.2,100,A,Excellent
25051,17.1,95.9,6.4,94.9,A,Excellent
2696,25,80.7,8.3,100,A,Excellent
27774,8.6,94.9,7,67.2,C,Average
5752,6.4,91.2,6.6,74.8,B,Average
32003,10.3,80.5,2.1,54.7,D,Poor
35015,12.6,93,6.4,82.8,B,Good
30973,24.9,72.9,5.2,90,A,Good
22405,25.6,80.2,6.9,100,A,Excellent
9277,12,86.5,8.8,75.8,B,Good
9159,24.8,100,4.1,100,A,Excellent
5970,10.9,77.1,5.6,94,A,Excellent
18726,24.1,74.7,3.6,98.8,A,Excellent
15980,22.9,80.8,9.4,100,A,Excellent
30940,19.8,79.4,1.8,99.4,A,Excellent
18665,6.8,59.4,3.1,73,B,Average
27293,22.7,82.7,2,98.7,A,Excellent
38993,9.3,98.3,8.2,78.3,B,Good
29965,19,100,7.5,94.1,A,Excellent
23083,4.2,97.9,4.5,60.8,C,Average
29956,8.8,95.4,8.9,87.1,A,Good
22571,24.8,93.2,6.2,100,A,Excellent
25015,18.1,74.4,7.8,100,A,Excellent
32343,19.9,85.1,5.4,100,A,Excellent
3499,13.7,89.8,5.7,67.7,C,Average
35372,16.2,67.5,5.2,100,A,Excellent
11398,9.4,80.3,5.9,65.6,C,Average
10495,10.1,78.1,8,50.8,D,Poor
7043,18.2,83.9,7.7,100,A,Excellent
20835,17,75.2,6.9,93.6,A,Excellent
33932,18.1,64.6,6.6,95.2,A,Excellent
18907,5.2,80.8,6,78.5,B,Good
8928,12.9,92.7,9.1,75.8,B,Good
8583,3.7,77.5,3,66.8,C,Average
1807,16.9,74.5,3.9,99.1,A,Excellent
36824,8.8,81.7,3.7,75.1,B,Good
35200,19.4,75.3,5.4,95.7,A,Excellent
35601,9.7,100,4.2,64.4,C,Average
26011,22,85.3,4.1,100,A,Excellent
15924,23.3,82.7,6.5,100,A,Excellent
36066,25.2,86.9,7.8,88.5,A,Good
7683,13.5,76.3,5.6,86,A,Good
27508,9.4,88.9,4.1,68.7,C,Average
38032,18.9,88.1,8.5,94.8,A,Excellent
8911,8.8,100,4.3,78.6,B,Good
3782,12.7,81.3,4.4,88.1,A,Good
7141,0,93.2,7.7,39.7,F,Poor
29237,20.1,84.2,4.8,99.4,A,Excellent
24204,12.2,77.3,4.6,77.5,B,Good
22049,16.2,92.8,5.8,100,A,Excellent
11309,11.6,76.5,5.9,70.8,B,Average
24545,12.3,93.3,5.3,79.9,B,Good
14236,20.1,94.9,9.5,100,A,Excellent
29638,20,82.2,3.9,100,A,Excellent
17516,13.7,73.4,7,95.5,A,Excellent
22838,26.5,72.1,6,100,A,Excellent
33529,18.8,87.6,6.5,81,B,Good
12008,14.8,79,4.4,81.7,B,Good
37605,6.9,76,5.7,45,D,Poor
19200,20.1,74.4,6.7,90.3,A,Excellent
35892,5,87.8,7.9,55.3,C,Poor
3518,18,72.2,0.2,83.7,B,Good
21475,2.6,87.8,7.3,43.9,D,Poor
3707,11.3,73.9,7.1,82.2,B,Good
3932,25.7,71.1,7.5,100,A,Excellent
22955,12,95.6,8.9,69.5,C,Average
31111,12,93.3,8.5,74,B,Average
2177,3.7,72.3,8.3,63,C,Average
20703,2.9,77.4,7.3,63.6,C,Average
15094,16.4,80.5,7,77.8,B,Good
6633,12.2,88.7,2.5,85.1,A,Good
32937,16.4,83.5,3.1,89.7,A,Good
37816,16.5,99.1,3.9,94.5,A,Excellent
12426,10.7,88.5,6.8,76.3,B,Good
23058,6.7,86.8,6.4,80.4,B,Good
19691,18.2,72.8,4.6,100,A,Excellent
18264,14.3,89,7.5,75.8,B,Good
11608,16.6,84,3.4,100,A,Excellent
5040,17.7,79.3,10,100,A,Excellent
9475,0.1,60,6.6,55.9,C,Poor
29695,27.2,87,9.6,100,A,Excellent
34502,6.1,66.2,6.6,65.1,C,Average
6875,5.6,85.1,7.7,54.8,D,Poor
16552,8.3,64.4,3.8,57.2,C,Poor
25203,14.2,87.8,5.4,78.5,B,Good
21137,14.4,81.3,4.5,88.7,A,Good
24396,8.6,65.3,8.3,60.5,C,Average
35574,17.6,84.2,6.9,93.2,A,Excellent
37084,6.7,81.9,4.6,69.1,C,Average
14898,10.4,84.2,7.3,72.7,B,Average
19983,9.7,91.6,8.5,81,B,Good
25871,18.3,92.3,5.5,100,A,Excellent
21996,22.7,76.3,5.2,100,A,Excellent
17433,28.4,98,8.9,100,A,Excellent
13541,0,100,7.3,46.4,D,Poor
6412,14.3,82.8,5.3,71.1,B,Average
39467,11.7,89.9,5.3,77.3,B,Good
16147,27.4,89.1,5.2,100,A,Excellent
13021,13.9,76,5.4,85.2,A,Good
26042,14.2,84.8,6,93.3,A,Excellent
34046,18.2,70.5,6.2,82.5,B,Good
26348,15.2,91.2,6.4,100,A,Excellent
37795,19.5,83.7,3.3,100,A,Excellent
35277,21.3,83.3,5.8,100,A,Excellent
18967,20.5,94.8,6.4,94.8,A,Excellent
23391,26.1,59.7,4,100,A,Excellent
36536,12.4,87.9,10,93.6,A,Excellent
21372,15.7,77.3,7.4,93.5,A,Excellent
24665,16.6,79.8,9,77.3,B,Good
39342,12.7,71.8,5.3,95,A,Excellent
2480,19.9,99.9,6.2,96.9,A,Excellent
8066,15.6,74.4,5.3,88.2,A,Good
2518,0,85.5,7.8,34.4,F,Poor
35881,4.8,88.5,4.1,70.1,B,Average
14651,23.7,100,5.5,100,A,Excellent
16133,7.6,80.4,6,41.2,D,Poor
11641,17.6,89.6,3.6,87.9,A,Good
28417,17.4,88.4,7,87.4,A,Good
19751,20.6,70,10,100,A,Excellent
25456,16.9,83.7,8.8,96.7,A,Excellent
32437,11.6,84.8,7.6,80.7,B,Good
27503,14.7,66.8,5.3,79.3,B,Good
8539,17.3,84.9,5.3,85.4,A,Good
6020,21.7,62.1,7.9,100,A,Excellent
889,19.1,97.6,5.5,88.6,A,Good
34117,0,75,7.6,45.4,D,Poor
2628,19.9,84.4,5.7,88,A,Good
5289,10.8,92.7,5.7,77.7,B,Good
4219,17.3,75.4,4.3,83,B,Good
12139,8.6,83.2,8.5,73.7,B,Average
38821,33.4,66.4,5.3,100,A,Excellent
11773,19.1,93.1,4.2,90.5,A,Excellent
17800,10.1,84.6,7.8,67.4,C,Average
16258,0,75.3,6.6,48.5,D,Poor
28463,15.6,82.3,3.5,82.5,B,Good
17413,5.7,75.8,3.8,62.6,C,Average
37906,5.6,94.9,5.3,72.7,B,Average
6558,22.8,85.3,7.6,99.9,A,Excellent
1138,6.4,78.2,7.3,60.3,C,Average
11400,13.5,90.9,5.6,84.9,B,Good
13833,15.2,86.7,1.4,94.6,A,Excellent
18873,13.5,74,2.9,91.5,A,Excellent
14032,18.5,100,7,100,A,Excellent
15399,8.5,90.2,4.5,76.1,B,Good
12000,8.4,94.3,8.7,76.2,B,Good
36281,3.6,77.3,5.4,57.6,C,Poor
S036,5,68,10,74,B,Average
25970,24.3,76.4,9.8,100,A,Excellent
642,26.7,100,6,100,A,Excellent
24584,18.4,71.3,8,97.5,A,Excellent
22145,15.8,94.3,6.2,100,A,Excellent
30818,9.5,83.4,4.1,63.9,C,Average
12516,14.6,83.8,5.9,92.8,A,Excellent
34578,12.2,77.2,5.5,65.6,C,Average
18694,7.4,88.7,3.8,83.7,B,Good
11423,13.4,76.3,4.2,84.4,B,Good
14385,25.2,92.1,3.8,100,A,Excellent
24540,3.7,74.9,6,53.4,D,Poor
13310,5.5,86.7,5.1,67.8,C,Average
2094,7,92.8,8,78.4,B,Good
18868,6,84.3,7.2,81.4,B,Good
39505,16.3,88.2,5.3,75,B,Good
14623,13.8,89.3,2.1,88.3,A,Good
13857,8.1,90.7,3,66.6,C,Average
6996,12.9,89.7,6.6,80.2,B,Good
19880,8,91.2,6.4,68.7,C,Average
20171,16.8,83,2.7,84.1,B,Good
1349,5.4,84.4,8,57.2,C,Poor
12644,22.3,95,10,100,A,Excellent
7078,29.4,89.2,8.8,100,A,Excellent
13144,15.1,73.3,5.7,84.9,B,Good
16076,20.5,83.2,8,98.3,A,Excellent
23973,19.6,59.4,4.3,94.5,A,Excellent
36537,13,89.8,8.8,80.1,B,Good
25059,20.6,61.4,1.8,97.8,A,Excellent
S082,2,55,10,61.5,C,Average
30897,25.1,89.7,3,100,A,Excellent
27877,9.1,89.3,4.2,70.1,B,Average
18342,13.7,97.4,5.6,91,A,Excellent
31922,14.8,96.5,2.1,91.3,A,Excellent
7176,17.5,92,3.3,92.4,A,Excellent
28944,0.9,94.7,5.6,40.1,D,Poor
3313,29.6,85.4,3.2,100,A,Excellent
5566,19.8,99.9,8,100,A,Excellent
35668,12.1,90.9,8.2,77.8,B,Good
29770,14,76,6.1,86.6,A,Good
7052,17.8,97.8,8.2,100,A,Excellent
19894,9.9,100,8.3,66.4,C,Average
3075,9.9,87.5,7.9,80.8,B,Good
7831,13.6,87.9,6.5,89.7,A,Good
12676,17.5,84.2,6.7,85.5,A,Good
38071,15.4,92.2,5.1,86,A,Good
17285,20.8,75.9,5.3,100,A,Excellent
6686,16,97.4,6.2,93,A,Excellent
36161,23.4,78.6,6.8,100,A,Excellent
23475,11.3,75.7,6,72.2,B,Average
19035,19.2,94.4,6.5,100,A,Excellent
38062,12,75.2,4.5,87.5,A,Good
28618,16,70.8,7.9,83.4,B,Good
14972,13.2,76.5,7.6,60.5,C,Average
16591,5.2,82.7,7.3,76.4,B,Good
34835,14.6,65.3,5.6,92.3,A,Excellent
25476,18,92.9,5.4,97.7,A,Excellent
36,6.5,86.4,8.2,61.6,C,Average
38529,13.1,80.5,5.2,80.2,B,Good
7454,22.2,100,3.9,88.3,A,Good
7023,11.1,90.9,8.4,91.2,A,Excellent
10907,9.2,87.6,7,56.5,C,Poor
36594,33.3,63.6,5.9,100,A,Excellent
3905,26.3,77.8,9.2,100,A,Excellent
28329,23.8,80.5,8.5,96.4,A,Excellent
16466,9.4,90.9,6.6,60.4,C,Average
38819,15.7,79.4,8.2,78.3,B,Good
22941,18.7,70.6,8.3,86.4,A,Good
4988,15.5,80.4,5.4,97.1,A,Excellent
12439,16.6,65.1,4.8,87,A,Good
17625,1.3,94.4,8.6,59.1,C,Poor
24486,16.6,82.8,8,92.4,A,Excellent
16020,22,77.3,7.8,99.6,A,Excellent
6673,17.6,95,7.4,79.8,B,Good
21990,20.3,78,5.6,100,A,Excellent
26789,11.5,84.9,5.8,85.1,A,Good
29294,21.3,83.9,4.3,95.5,A,Excellent
12275,16.4,80.1,8.8,89.2,A,Good
21397,0.9,89.8,7.7,25.4,F,Poor
33431,3.4,90.7,6,43.7,D,Poor
16042,22.2,78.4,7.5,89.1,A,Good
14840,20.6,81.9,1.1,89.7,A,Good
3938,5.7,70,5.6,61.2,C,Average
19213,4.8,74.8,10,52.7,D,Poor
31345,13.5,81.9,5.8,91.8,A,Excellent
17960,4.2,88.5,9.6,64.7,C,Average
22024,19,86.1,3.2,89.5,A,Good
17336,15.6,74.3,9.3,81.5,B,Good
27129,16.2,88.5,9.2,79.5,B,Good
20983,15,99.7,5.4,92.7,A,Excellent
21802,14.2,80.6,5.9,85.8,A,Good
6606,3.1,90.2,2.3,79.4,B,Good
38712,12.7,89.3,5.4,83.2,B,Good
900,9.3,71.1,7.3,76.5,B,Good
34676,6.5,100,4.6,62.5,C,Average
30483,37.1,62.3,6.9,100,A,Excellent
20279,7.4,78.1,3.7,50.4,D,Poor
16582,18.9,83.6,7.3,99,A,Excellent
2711,9.3,100,8.6,84.1,B,Good
19783,16.1,78.2,8.1,91.8,A,Excellent
21794,6.7,95.9,6.3,80.2,B,Good
32545,8.7,100,6,66.4,C,Average
31901,5.5,87.6,4.4,54.2,D,Poor
12914,34.9,87.3,8.7,100,A,Excellent
9672,17.7,90.6,4.3,95.4,A,Excellent
36947,16.5,93.9,5.5,100,A,Excellent
9589,0.6,65.4,7.5,56.4,C,Poor
9443,8.2,88.4,5.4,79.9,B,Good
38081,5.5,92,7.5,52.7,D,Poor
2498,13,79.6,7.8,85.8,A,Good
38656,15.3,99.3,5.3,74.1,B,Average
22719,9.9,78.4,7.4,77.1,B,Good
17456,21.3,78.3,6.8,100,A,Excellent
6162,21.1,73.2,8.9,93.6,A,Excellent
15798,16.6,78.1,7.1,96.6,A,Excellent
21373,17.4,80.5,6.6,100,A,Excellent
12350,5.5,86.1,6.1,57.6,C,Poor
33198,17.9,100,7,93.2,A,Excellent
28802,7.5,82.8,7.3,52,D,Poor
16694,12.8,84.3,8.4,75.5,B,Good
22078,19.5,91.3,8.1,93.7,A,Excellent
34720,28.4,92.2,9.5,100,A,Excellent
16532,24,82.9,4.5,100,A,Excellent
36211,17.4,84.4,4.9,85.4,A,Good
22440,15.5,80.3,4.3,92.6,A,Excellent
36282,14,78.3,3.3,73.9,B,Average
7641,0.5,80.7,4.5,42.3,D,Poor
14344,17,92.3,6.5,82.7,B,Good
21032,8.8,75.4,6.5,76.9,B,Good
34674,8.9,68.6,4.4,78.6,B,Good
4963,14.1,81.2,6.3,63.2,C,Average
6497,22,100,10,96,A,Excellent
13725,10.1,87.3,6.9,87.8,A,Good
36626,14.9,72.1,2.5,78,B,Good
32107,26.1,95.9,5,100,A,Excellent
23034,17.7,86.8,9.8,63.8,C,Average
15759,11.9,61.1,7.1,77.2,B,Good
12785,12.4,99.7,5.2,88.5,A,Good
20132,27.4,85.8,4.4,100,A,Excellent
34009,11.3,94.5,5.8,87.7,A,Good
13495,17,89.1,8.1,100,A,Excellent
29165,30.5,75.5,8.4,100,A,Excellent
19540,27.1,86.8,1.9,100,A,Excellent
10277,15.8,87.8,5.1,86.7,A,Good
22999,14.3,83.2,9.8,74.3,B,Average
25634,18.2,95.1,5.3,85.6,A,Good
4762,19.7,69.4,4.9,98,A,Excellent
9395,16.2,77.8,4.7,80.9,B,Good
12688,14,73,9.4,89.9,A,Good
4791,13.1,94,3.6,79,B,Good
23638,19,100,5.4,99.4,A,Excellent
5539,6.4,76.1,10,64.5,C,Average
7077,20.6,100,8.9,100,A,Excellent
22292,9.3,95.9,5.2,79.4,B,Good
17498,20.8,99.1,7.7,88.6,A,Good
29974,24.8,93,5.8,100,A,Excellent
34695,22.2,87.6,6.5,100,A,Excellent
20320,25.3,65.8,5.1,100,A,Excellent
2792,11.1,86.7,5.6,74,B,Average
27862,4.5,80.1,5.4,62.8,C,Average
5565,15.2,100,6.7,90.7,A,Excellent
10068,18,93.4,5.5,84.8,B,Good
21654,13.5,74.4,3.7,94.3,A,Excellent
4985,19,88.1,5.2,96.1,A,Excellent
2312,27.6,93.5,3.8,100,A,Excellent
23624,18.7,79.3,8.1,100,A,Excellent
34704,7.2,76,7.6,68.9,C,Average
37135,5.9,78.7,7.4,79,B,Good
13561,15.4,74.4,4.6,100,A,Excellent
10239,4.5,85.6,8,73.8,B,Average
7018,9,82.8,10,75.8,B,Good
4054,16.4,88.2,5.4,83.4,B,Good
25106,10.8,71.2,7.5,83,B,Good
1425,7.7,72.6,7.6,66,C,Average
10344,8.2,86.1,5.3,72.9,B,Average
37248,13,82.7,3.3,82.6,B,Good
3149,14.2,77.7,6,90.3,A,Excellent
15490,15.8,85.3,9.6,100,A,Excellent
12721,5.5,62.7,5.2,76.8,B,Good
19379,12.8,91,7,74.6,B,Average
22926,8.9,80.3,1.9,65.9,C,Average
32379,29.4,69.3,10,100,A,Excellent
37046,18.6,80.6,7.1,77,B,Good
17487,12.5,62.6,8.6,78.6,B,Good
8312,33.9,100,6.2,100,A,Excellent
37621,16.9,69.2,7.2,99.6,A,Excellent
32336,15.5,56.7,6.7,99.4,A,Excellent
8607,5.1,100,6.4,42.2,D,Poor
12647,23.4,89,6.3,100,A,Excellent
35887,20.3,90.8,5.7,84.6,B,Good
36851,19.5,97.2,10,100,A,Excellent
18133,34.8,81.8,4.5,100,A,Excellent
3493,18.5,89.9,9.6,94.9,A,Excellent
6019,14,94.7,6.5,94.2,A,Excellent
33623,0.4,63.6,7.1,55.4,C,Poor
39456,21.2,92,5.4,100,A,Excellent
20501,7.3,97.7,0.1,76.3,B,Good
11482,17.4,80.8,2.8,96.5,A,Excellent
2533,18.9,99.1,5.1,87.2,A,Good
6921,16.8,93.2,5.7,86.3,A,Good
15869,15.4,82.9,10,92.9,A,Excellent
37196,16.9,76.9,7.6,91.5,A,Excellent
7851,29,98.1,5.9,100,A,Excellent
49,17.4,79.9,7.6,71,B,Average
30515,16,95.8,7.5,77.1,B,Good
9588,19.1,81.4,4.7,93.2,A,Excellent
31981,31,100,10,100,A,Excellent
21103,12,100,6.7,92.4,A,Excellent
29132,6.9,85.1,7.2,71.6,B,Average
28725,21.7,94.4,1.6,100,A,Excellent
6092,15.7,84.2,8.7,100,A,Excellent
37664,9.4,87.1,6.6,67.8,C,Average
22904,1.9,81.4,5.2,58.3,C,Poor
34662,9.7,92.4,4.2,94.4,A,Excellent
7327,23.2,84.3,9.3,100,A,Excellent
38479,22.2,97.9,6.5,100,A,Excellent
23895,13.2,99.9,6.8,76.1,B,Good
21702,17.1,75.9,7.3,84.2,B,Good
